Domain,IP,Status
ns6.synerfy.vn..solo.vn,169.62.159.227,Die
ns7.synerfy.vn..solo.vn,123.30.51.247,Die
ns8.synerfy.vn..solo.vn,210.245.87.125,Die
m.solo.vn,45.124.92.33,200
www.m.solo.vn,45.124.92.33,200
doithe.solo.vn,45.124.92.33,200
voucher.solo.vn,45.124.92.33,200
