Domain,IP,Status
ns6.synerfy.vn..impressivepail.com,169.62.159.227,Die
ns7.synerfy.vn..impressivepail.com,123.30.51.247,Die
ns8.synerfy.vn..impressivepail.com,210.245.87.125,Die
impressivepail.com,123.30.151.88,crtsh
