Domain,IP,Status
ns6.synerfy.vn..sohapay.com,169.62.159.227,Die
ns7.synerfy.vn..sohapay.com,123.30.51.247,Die
ns8.synerfy.vn..sohapay.com,210.245.87.125,Die
www.sohapay.com,45.124.92.33,200
