Domain,IP,Status
ns6.synerfy.vn..gocnhin.com,169.62.159.227,Die
ns7.synerfy.vn..gocnhin.com,123.30.51.247,Die
ns8.synerfy.vn..gocnhin.com,210.245.87.125,Die
www.gocnhin.com,222.255.27.104,waybackarchive
mail.gocnhin.com,123.30.170.38,rapiddns
