Domain,IP,Status
testcache.channelvn.net,222.255.27.83,503
regwidget.channelvn.net,222.255.27.83,200
crawler1.channelvn.net,222.255.27.108,403
tags1.channelvn.net,222.255.27.192,404
utils1.channelvn.net,222.255.27.108,403
imsgenk.channelvn.net,222.255.27.83,503
genk1.channelvn.net,222.255.27.83,200
afamily.channelvn.net,222.255.27.180,404
soha.channelvn.net,222.255.27.180,404
gamek.channelvn.net,222.255.27.180,404
genk.channelvn.net,222.255.27.180,404
autopro.channelvn.net,222.255.27.180,404
cafef.channelvn.net,222.255.27.180,404
cafebiz.channelvn.net,222.255.27.180,404
giadinh.channelvn.net,222.255.27.180,404
vneconomy.channelvn.net,222.255.27.180,503
nld.channelvn.net,222.255.27.180,404
dantri.channelvn.net,222.255.27.180,503
vtv.channelvn.net,222.255.27.180,503
m.kenh14.channelvn.net,222.255.27.180,404
m.afamily.channelvn.net,222.255.27.180,404
m.soha.channelvn.net,222.255.27.180,404
m.gamek.channelvn.net,222.255.27.180,404
m.genk.channelvn.net,222.255.27.180,404
m.autopro.channelvn.net,222.255.27.180,404
m.cafef.channelvn.net,222.255.27.180,404
m.giadinh.channelvn.net,222.255.27.180,404
m.vneconomy.channelvn.net,222.255.27.180,503
m.nld.channelvn.net,222.255.27.180,404
m.dantri.channelvn.net,222.255.27.180,503
m.vtv.channelvn.net,222.255.27.180,404
k14.channelvn.net,222.255.27.83,503
mic1.channelvn.net,222.255.27.83,200
mic2.channelvn.net,222.255.27.83,200
mic3.channelvn.net,222.255.27.83,404
mic4.channelvn.net,222.255.27.83,404
mic5.channelvn.net,222.255.27.83,404
mic6.channelvn.net,222.255.27.83,503
p1.channelvn.net,222.255.27.83,404
sig.channelvn.net,222.255.27.83,503
ev1.channelvn.net,222.255.27.83,503
ev5.channelvn.net,222.255.27.83,503
ev6.channelvn.net,222.255.27.83,503
ev7.channelvn.net,222.255.27.83,503
ev8.channelvn.net,222.255.27.83,503
ev9.channelvn.net,222.255.27.83,503
emb1.channelvn.net,222.255.27.83,200
imsgamek.channelvn.net,222.255.27.83,503
imsbiz.channelvn.net,222.255.27.83,503
imscafef.channelvn.net,222.255.27.83,503
imsauto.channelvn.net,222.255.27.83,503
imssoha.channelvn.net,222.255.27.83,503
nativeapp.channelvn.net,222.255.27.83,503
sharefb.channelvn.net,222.255.27.179,200
fbapi.channelvn.net,222.255.27.108,404
m18.channelvn.net,222.255.27.180,404
vtvapi1.channelvn.net,222.255.27.104,500
tagcloud.channelvn.net,222.255.27.195,404
sig1.channelvn.net,222.255.27.83,503
t.channelvn.net,123.30.151.84,503
v1.channelvn.net,123.30.151.84,503
v2.channelvn.net,123.30.151.84,503
c12.channelvn.net,123.30.151.84,200
bds.channelvn.net,123.30.151.84,502
mbds.channelvn.net,123.30.151.84,502
skhn.channelvn.net,123.30.151.84,200
mskhn.channelvn.net,123.30.151.84,200
ttvh.channelvn.net,123.30.151.84,200
vttvh.channelvn.net,123.30.151.84,200
embed.channelvn.net,123.30.151.84,404
tags2.channelvn.net,123.30.151.84,403
