Domain,IP,Status
ns6.synerfy.vn..kocvietnam.vn,169.62.159.227,Die
ns7.synerfy.vn..kocvietnam.vn,123.30.51.247,Die
ns8.synerfy.vn..kocvietnam.vn,210.245.87.125,Die
ss2.kocvietnam.vn,123.30.151.81,digitorus
ranking.kocvietnam.vn,123.30.151.81,leakix
ss1.kocvietnam.vn,123.30.151.81,waybackarchive
dev.kocvietnam.vn,123.30.151.81,alienvault
media.kocvietnam.vn,123.30.151.81,waybackarchive
app.kocvietnam.vn,123.30.151.81,waybackarchive
