Domain,IP,Status
ns6.synerfy.vn..ttvn.vn,169.62.159.227,Die
ns7.synerfy.vn..ttvn.vn,123.30.51.247,Die
ns8.synerfy.vn..ttvn.vn,210.245.87.125,Die
thudaoxa.ttvn.vn,123.30.151.84,503
www.ttvn.vn,222.255.27.66,leakix
nhipsongkinhte.ttvn.vn,222.255.27.170,rapiddns
helino.ttvn.vn,222.255.27.170,rapiddns
cms101.ttvn.vn,222.255.27.180,waybackarchive
