Domain,IP,Status
ns6.synerfy.vn..socialindex.vn,169.62.159.227,Die
ns7.synerfy.vn..socialindex.vn,123.30.51.247,Die
ns8.synerfy.vn..socialindex.vn,210.245.87.125,Die
dev.socialindex.vn,222.255.27.27,503
