Domain,IP,Status
fiber-beta.bizfly.vn,45.124.92.33,200
beta-pay.bizfly.vn,45.124.92.33,200
beta-pay.bizfly.vn,123.30.242.70,503
api.bizfly.vn,123.30.242.73,404
chat-apiv3.bizfly.vn,45.124.92.36,200
ticket.bizfly.vn,123.30.242.70,200
adm.bizfly.vn,123.30.242.70,200
webhook-fiber.bizfly.vn,123.30.242.70,200
files.bizfly.vn,192.168.52.17,Die
office.bizfly.vn,192.168.52.17,200
crm-beta.bizfly.vn,45.124.92.33,401
hr.bizfly.vn,14.225.10.11,200
hr-backend.bizfly.vn,14.225.10.11,200
chamcong.bizfly.vn,14.225.10.11,200
in.bizfly.vn,14.225.10.11,200
websocket-node-1.bizfly.vn,45.124.92.36,200
websocket-node-2.bizfly.vn,45.124.92.36,200
websocket-node-3.bizfly.vn,45.124.92.36,200
websocket-node-4.bizfly.vn,45.124.92.36,200
websocket-node-5.bizfly.vn,45.124.92.36,200
websocket-node-6.bizfly.vn,45.124.92.36,200
chat-queue.bizfly.vn,45.124.92.36,200
minicrm.bizfly.vn,45.124.92.33,200
crmsearch.bizfly.vn,45.124.92.20,500
crmsearch.bizfly.vn,123.30.242.70,500
fiber-proxy.bizfly.vn,34.87.30.28,200
webhook.bizfly.vn,35.247.130.79,200
