Domain,IP,Status
7f27a17-sentry.prebuilt-app.bfcplatform.vn,45.124.95.185,crtsh
adcdfaf-nextcloud.prebuilt-app.bfcplatform.vn,103.109.43.158,crtsh
e9a6179-owncloud.prebuilt-app.bfcplatform.vn,14.225.0.228,crtsh
dbf25d0-joomla.prebuilt-app.bfcplatform.vn,103.107.182.107,alienvault
0d26476-magento.prebuilt-app.bfcplatform.vn,103.153.74.139,alienvault
96f463a-openvpn.prebuilt-app.bfcplatform.vn,103.153.72.160,alienvault
37a80ec-nextcloud.prebuilt-app.bfcplatform.vn,123.30.234.27,alienvault
8ea8db7-moodle.prebuilt-app.bfcplatform.vn,103.153.74.84,crtsh
c5951ac-cwp.prebuilt-app.bfcplatform.vn,45.124.95.142,crtsh
1b714a1-cwp.prebuilt-app.bfcplatform.vn,103.153.73.19,crtsh
9b736a0-openvpn.prebuilt-app.bfcplatform.vn,103.153.75.113,rapiddns
18b4ad8-openvpn.prebuilt-app.bfcplatform.vn,103.153.73.109,alienvault
2c1ff80-joomla.prebuilt-app.bfcplatform.vn,14.225.44.97,alienvault
7a86169-cwp.prebuilt-app.bfcplatform.vn,103.107.183.106,alienvault
869e97b-cwp.prebuilt-app.bfcplatform.vn,103.148.57.45,crtsh
dc25b7f-cwp.prebuilt-app.bfcplatform.vn,14.225.36.235,crtsh
3c1098e-cwp.prebuilt-app.bfcplatform.vn,103.107.182.236,crtsh
f9562b4-openvpn.prebuilt-app.bfcplatform.vn,103.153.74.110,crtsh
pingedu.ad.bfcplatform.vn,14.225.0.37,rapiddns
25ad647-openvpn.prebuilt-app.bfcplatform.vn,103.107.182.139,crtsh
