Domain,IP,Status
ns6.synerfy.vn..muarecdn.com,169.62.159.227,Die
ns7.synerfy.vn..muarecdn.com,123.30.51.247,Die
ns8.synerfy.vn..muarecdn.com,210.245.87.125,Die
muarecdn.com,123.30.215.55,digitorus
static8.muarecdn.com,222.255.27.187,digitorus
static18.muarecdn.com,222.255.27.187,digitorus
