Domain,IP,Status
ns6.synerfy.vn..afamilycdn.com,169.62.159.227,Die
ns7.synerfy.vn..afamilycdn.com,123.30.51.247,Die
ns8.synerfy.vn..afamilycdn.com,210.245.87.125,Die
static.afamilycdn.com,222.255.27.187,rapiddns
