Domain,IP,Status
ns6.synerfy.vn..vietnamid.com,169.62.159.227,Die
ns7.synerfy.vn..vietnamid.com,123.30.51.247,Die
ns8.synerfy.vn..vietnamid.com,210.245.87.125,Die
dev.vietnamid.com,3.130.204.160,waybackarchive
www.vietnamid.com,34.205.242.146,sitedossier
hostmaster.vietnamid.com,3.19.116.195,rapiddns
mail.vietnamid.com,3.94.41.167,rapiddns
