Domain,IP,Status
ns6.synerfy.vn..philacct.com,169.62.159.227,Die
ns7.synerfy.vn..philacct.com,123.30.51.247,Die
ns8.synerfy.vn..philacct.com,210.245.87.125,Die
fgp.philacct.com,123.30.151.81,alienvault
static.philacct.com,123.30.151.79,alienvault
philacct.com,123.30.151.79,crtsh
page.philacct.com,123.30.151.71,alienvault
