Domain,IP,Status
ns6.synerfy.vn..nanoview.net,169.62.159.227,Die
ns7.synerfy.vn..nanoview.net,123.30.51.247,Die
ns8.synerfy.vn..nanoview.net,210.245.87.125,Die
www.nanoview.net,23.227.38.74,crtsh
