Domain,IP,Status
ns6.synerfy.vn..soha.tv,169.62.159.227,Die
ns7.synerfy.vn..soha.tv,123.30.51.247,Die
ns8.synerfy.vn..soha.tv,210.245.87.125,Die
www.soha.tv,222.255.27.180,Die
