Domain,IP,Status
ns6.synerfy.vn..cdnstoremedia.com,169.62.159.227,Die
ns7.synerfy.vn..cdnstoremedia.com,123.30.51.247,Die
ns8.synerfy.vn..cdnstoremedia.com,210.245.87.125,Die
vp.cdnstoremedia.com,222.255.27.45,alienvault
cdnstoremedia.com,123.30.242.10,crtsh
static.cdnstoremedia.com,123.30.242.10,alienvault
