Domain,IP,Status
ns6.synerfy.vn..adclick.vn,169.62.159.227,Die
ns7.synerfy.vn..adclick.vn,123.30.51.247,Die
ns8.synerfy.vn..adclick.vn,210.245.87.125,Die
admin.adclick.vn,222.255.27.156,503
mail.adclick.vn,222.255.27.37,Die
mail2.adclick.vn,222.255.27.148,Die
review.adclick.vn,222.255.27.156,503
www.adclick.vn,222.255.27.156,503
