Domain,IP,Status
ns6.synerfy.vn..admarketplace.vn,169.62.159.227,Die
ns7.synerfy.vn..admarketplace.vn,123.30.51.247,Die
ns8.synerfy.vn..admarketplace.vn,210.245.87.125,Die
6,waybackarchive,
mail.admarketplace.vn,142.250.66.51,rapiddns
www.admarketplace.vn,222.255.27.156,leakix
