Domain,IP,Status
www.enbac.com,123.30.242.70,alienvault
service.enbac.com,45.124.92.33,rapiddns
mail.enbac.com,172.217.27.51,rapiddns
www.m.enbac.com,45.124.92.33,alienvault
m.enbac.com,45.124.92.33,digitorus
oto.enbac.com,45.124.92.33,digitorus
blog.enbac.com,45.124.92.33,digitorus
www.oto.enbac.com,45.124.92.33,alienvault
