Domain,IP,Status
sourcetobin.com,123.30.151.79,crtsh
static.sourcetobin.com,123.30.151.79,alienvault
pg.sourcetobin.com,123.30.151.71,alienvault
portion.sourcetobin.com,123.30.151.71,alienvault
