Domain,IP,Status
capt-se55.vce.vn,103.92.34.45,rapiddns
mail.vce.vn,123.31.11.38,leakix
capt-se25.vce.vn,103.92.34.46,rapiddns
capt-se65.vce.vn,103.92.34.24,rapiddns
captmx-re30.vce.vn,103.92.34.52,rapiddns
iron-se30.vce.vn,45.124.93.31,rapiddns
capt-se45.vce.vn,103.92.34.51,rapiddns
capt-se35.vce.vn,103.92.34.57,rapiddns
capt-seaws10.vce.vn,52.207.88.210,rapiddns
iron-se40.vce.vn,45.123.93.34,rapiddns
captmx-re40.vce.vn,103.92.34.55,rapiddns
iron-se20.vce.vn,45.124.93.30,rapiddns
captmx-re20.vce.vn,103.92.34.13,rapiddns
