Domain,IP,Status
hoadatviet.phunuvietnam.vn,123.30.151.125,alienvault
www.phunuvietnam.vn,14.225.10.18,alienvault
mail.phunuvietnam.vn,210.245.86.61,rapiddns
s.phunuvietnam.vn,123.30.151.125,alienvault
