Domain,IP,Status
ss2.kocvietnam.vn,123.30.151.81,digitorus
ranking.kocvietnam.vn,123.30.151.81,leakix
ss1.kocvietnam.vn,123.30.151.81,waybackarchive
dev.kocvietnam.vn,123.30.151.81,alienvault
media.kocvietnam.vn,123.30.151.81,waybackarchive
app.kocvietnam.vn,123.30.151.81,waybackarchive
