Domain,IP,Status
log.mask.channelvn.net,222.255.27.195,alienvault
interactive.channelvn.net,222.255.27.195,alienvault
reporting.gamek.channelvn.net,222.255.27.195,alienvault
a15.channelvn.net,222.255.27.180,alienvault
mail.channelvn.net,142.250.66.51,rapiddns
b14.channelvn.net,222.255.27.180,rapiddns
reporting.genk.channelvn.net,222.255.27.195,alienvault
vtvapi.channelvn.net,222.255.27.104,alienvault
reporting.autopro.channelvn.net,222.255.27.195,alienvault
afamily.channelvn.net,222.255.27.180,rapiddns
b4.channelvn.net,222.255.27.180,rapiddns
cafef.channelvn.net,222.255.27.180,rapiddns
s10.channelvn.net,222.255.27.104,rapiddns
autopro.channelvn.net,222.255.27.180,rapiddns
e2.channelvn.net,222.255.27.180,rapiddns
channelvn.net,222.255.27.180,digitorus
emb1.channelvn.net,222.255.27.83,digitorus
log.cafebiz.channelvn.net,222.255.27.195,alienvault
gamek.channelvn.net,222.255.27.180,alienvault
report.channelvn.net,222.255.27.179,alienvault
weather.channelvn.net,222.255.27.179,alienvault
vtvapi1.channelvn.net,222.255.27.104,rapiddns
b1.channelvn.net,222.255.27.180,rapiddns
e11.channelvn.net,222.255.27.180,alienvault
log2.channelvn.net,222.255.27.195,alienvault
logscafef.channelvn.net,222.255.27.195,alienvault
