Domain,IP,Status
manager.vivavietnam.vn,123.30.151.81,digitorus
vivavietnam.vn,123.30.151.84,digitorus
io.web.vivavietnam.vn,14.225.10.32,leakix
instantview.vivavietnam.vn,123.30.151.81,leakix
studio.vivavietnam.vn,123.30.151.84,rapiddns
